Taxonomy,Level,Entries,Amplifies,Differentiable,Rank Summary
Fungi;Ascomycota;Leotiomycetes;Helotiales;Lachnaceae;Lachnum,6,51,29,29,"['species (29)', 'none (22)']"
Fungi;Ascomycota;Leotiomycetes;Helotiales;Lachnaceae;Lachnum;Lachnum singerianum,7,1,1,1,['species (1)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales fam Incertae sedis;Hypocreales gen Incertae sedis,6,532,4,4,"['none (528)', 'species (4)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales fam Incertae sedis;Hypocreales gen Incertae sedis;Hypocreales sp,7,532,4,4,"['none (528)', 'species (4)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae,5,256,4,4,"['none (252)', 'species (4)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps,6,39,0,0,['none (39)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps javanica,7,2,0,0,['none (2)']
Fungi;Glomeromycota;Glomeromycota cls Incertae sedis,3,114,35,33,"['none (80)', 'species (33)', 'phylum (1)']"
Fungi;Glomeromycota;Glomeromycota cls Incertae sedis;Glomeromycota ord Incertae sedis,4,114,35,33,"['none (80)', 'species (33)', 'phylum (1)']"
Fungi;Glomeromycota;Glomeromycota cls Incertae sedis;Glomeromycota ord Incertae sedis;Glomeromycota fam Incertae sedis,5,114,35,33,"['none (80)', 'species (33)', 'phylum (1)']"
Fungi;Glomeromycota;Glomeromycota cls Incertae sedis;Glomeromycota ord Incertae sedis;Glomeromycota fam Incertae sedis;Glomeromycota gen Incertae sedis,6,114,35,33,"['none (80)', 'species (33)', 'phylum (1)']"
Fungi;Glomeromycota;Glomeromycota cls Incertae sedis;Glomeromycota ord Incertae sedis;Glomeromycota fam Incertae sedis;Glomeromycota gen Incertae sedis;Glomeromycota sp,7,114,35,33,"['none (80)', 'species (33)', 'phylum (1)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae,5,243,69,69,"['none (174)', 'species (69)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Conocybe,6,144,39,39,"['none (105)', 'species (39)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Conocybe;Conocybe hydrophila,7,1,0,0,['none (1)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordycipitaceae gen Incertae sedis,6,56,0,0,['none (56)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordycipitaceae gen Incertae sedis;Cordycipitaceae sp,7,56,0,0,['none (56)']
Fungi;Ascomycota;Dothideomycetes;Minutisphaerales,4,31,3,3,"['none (28)', 'species (3)']"
Fungi;Ascomycota;Dothideomycetes;Minutisphaerales;Minutisphaeraceae,5,24,2,2,"['none (22)', 'species (2)']"
Fungi;Ascomycota;Dothideomycetes;Minutisphaerales;Minutisphaeraceae;Minutisphaera,6,24,2,2,"['none (22)', 'species (2)']"
Fungi;Ascomycota;Dothideomycetes;Minutisphaerales;Minutisphaeraceae;Minutisphaera;Minutisphaera sp,7,19,1,1,"['none (18)', 'species (1)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Stephanosporaceae,5,110,4,4,"['none (106)', 'species (4)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Stephanosporaceae;Cristinia,6,20,1,1,"['none (19)', 'species (1)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Stephanosporaceae;Cristinia;Cristinia sp,7,17,0,0,['none (17)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae,5,129,36,36,"['none (93)', 'species (36)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaeta,6,54,6,6,"['none (48)', 'species (6)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaeta;Pyrenochaeta sp,7,51,5,5,"['none (46)', 'species (5)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeriaceae gen Incertae sedis,6,115,23,23,"['none (92)', 'species (23)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeriaceae gen Incertae sedis;Phaeosphaeriaceae sp,7,115,23,23,"['none (92)', 'species (23)']"
Fungi;Chytridiomycota,2,1812,4,4,"['none (1808)', 'species (4)']"
Fungi;Chytridiomycota;Rhizophydiomycetes,3,414,0,0,['none (414)']
Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales,4,408,0,0,['none (408)']
Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiaceae,5,83,0,0,['none (83)']
Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydiaceae gen Incertae sedis,6,51,0,0,['none (51)']
Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydiaceae gen Incertae sedis;Rhizophydiaceae sp,7,51,0,0,['none (51)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Paraloratospora,6,2,2,2,['species (2)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Paraloratospora;Paraloratospora gahniae,7,1,1,1,['species (1)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Ophiobolus,6,5,3,3,"['species (3)', 'none (2)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Ophiobolus;Ophiobolus artemisiicola,7,1,1,1,['species (1)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria;Phaeosphaeria sp,7,41,13,13,"['none (28)', 'species (13)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Neoophiobolus,6,1,1,1,['species (1)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Neoophiobolus;Neoophiobolus chromolaenae,7,1,1,1,['species (1)']
Fungi;Ascomycota;Dothideomycetes;Phaeotrichales,4,6,1,1,"['species (1)', 'none (5)']"
Fungi;Ascomycota;Dothideomycetes;Phaeotrichales;Phaeotrichaceae,5,3,1,1,"['species (1)', 'none (2)']"
Fungi;Ascomycota;Dothideomycetes;Phaeotrichales;Phaeotrichaceae;Trichodelitschia,6,2,1,1,"['species (1)', 'none (1)']"
Fungi;Ascomycota;Dothideomycetes;Phaeotrichales;Phaeotrichaceae;Trichodelitschia;Trichodelitschia bisporula,7,1,1,1,['species (1)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria;Phaeosphaeria tofieldiae,7,1,0,0,['none (1)']
Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella sp,7,418,18,18,"['none (400)', 'species (18)']"
Fungi;Ascomycota;Leotiomycetes;Leotiomycetes ord Incertae sedis,4,281,52,52,"['none (229)', 'species (52)']"
Fungi;Ascomycota;Leotiomycetes;Leotiomycetes ord Incertae sedis;Leotiomycetes fam Incertae sedis,5,281,52,52,"['none (229)', 'species (52)']"
Fungi;Ascomycota;Leotiomycetes;Leotiomycetes ord Incertae sedis;Leotiomycetes fam Incertae sedis;Leotiomycetes gen Incertae sedis,6,257,44,44,"['none (213)', 'species (44)']"
Fungi;Ascomycota;Leotiomycetes;Leotiomycetes ord Incertae sedis;Leotiomycetes fam Incertae sedis;Leotiomycetes gen Incertae sedis;Leotiomycetes sp,7,257,44,44,"['none (213)', 'species (44)']"
Fungi;Rozellomycota,2,1775,72,71,"['none (1703)', 'species (71)', 'phylum (1)']"
Fungi;Rozellomycota;Rozellomycota cls Incertae sedis,3,1260,42,41,"['none (1218)', 'species (41)', 'phylum (1)']"
Fungi;Rozellomycota;Rozellomycota cls Incertae sedis;Rozellomycota ord Incertae sedis,4,1260,42,41,"['none (1218)', 'species (41)', 'phylum (1)']"
Fungi;Rozellomycota;Rozellomycota cls Incertae sedis;Rozellomycota ord Incertae sedis;Rozellomycota fam Incertae sedis,5,1260,42,41,"['none (1218)', 'species (41)', 'phylum (1)']"
Fungi;Rozellomycota;Rozellomycota cls Incertae sedis;Rozellomycota ord Incertae sedis;Rozellomycota fam Incertae sedis;Rozellomycota gen Incertae sedis,6,1259,42,41,"['none (1217)', 'species (41)', 'phylum (1)']"
Fungi;Rozellomycota;Rozellomycota cls Incertae sedis;Rozellomycota ord Incertae sedis;Rozellomycota fam Incertae sedis;Rozellomycota gen Incertae sedis;Rozellomycota sp,7,1259,42,41,"['none (1217)', 'species (41)', 'phylum (1)']"
Fungi;Ascomycota;Sordariomycetes;Sordariomycetes ord Incertae sedis,4,650,16,16,"['none (634)', 'species (16)']"
Fungi;Ascomycota;Sordariomycetes;Sordariomycetes ord Incertae sedis;Sordariomycetes fam Incertae sedis,5,608,16,16,"['none (592)', 'species (16)']"
Fungi;Ascomycota;Sordariomycetes;Sordariomycetes ord Incertae sedis;Sordariomycetes fam Incertae sedis;Sordariomycetes gen Incertae sedis,6,596,15,15,"['none (581)', 'species (15)']"
Fungi;Ascomycota;Sordariomycetes;Sordariomycetes ord Incertae sedis;Sordariomycetes fam Incertae sedis;Sordariomycetes gen Incertae sedis;Sordariomycetes sp,7,596,15,15,"['none (581)', 'species (15)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Sarocladiaceae,5,53,2,2,"['none (51)', 'species (2)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Sarocladiaceae;Sarocladiaceae gen Incertae sedis,6,4,0,0,['none (4)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Sarocladiaceae;Sarocladiaceae gen Incertae sedis;Sarocladiaceae sp,7,4,0,0,['none (4)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae,5,320,4,4,"['none (316)', 'species (4)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Bionectriaceae gen Incertae sedis,6,69,1,1,"['none (68)', 'species (1)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Bionectriaceae gen Incertae sedis;Bionectriaceae sp,7,69,1,1,"['none (68)', 'species (1)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Cosmospora,6,15,1,1,"['species (1)', 'none (14)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Cosmospora;Cosmospora viridescens,7,2,1,1,"['species (1)', 'none (1)']"
Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales fam Incertae sedis,5,1635,281,280,"['none (1354)', 'species (280)', 'phylum (1)']"
Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales fam Incertae sedis;Helotiales gen Incertae sedis,6,1212,216,215,"['none (996)', 'species (215)', 'phylum (1)']"
Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales fam Incertae sedis;Helotiales gen Incertae sedis;Helotiales sp,7,1212,216,215,"['none (996)', 'species (215)', 'phylum (1)']"
Fungi;Ascomycota;Leotiomycetes;Helotiales;Discinellaceae,5,147,27,27,"['none (120)', 'species (27)']"
Fungi;Ascomycota;Leotiomycetes;Helotiales;Discinellaceae;Discinellaceae gen Incertae sedis,6,14,0,0,['none (14)']
Fungi;Ascomycota;Leotiomycetes;Helotiales;Discinellaceae;Discinellaceae gen Incertae sedis;Discinellaceae sp,7,14,0,0,['none (14)']
Fungi;Ascomycota;Sordariomycetes;Microascales,4,385,8,8,"['none (377)', 'species (8)']"
Fungi;Ascomycota;Sordariomycetes;Microascales;Ceratocystidaceae,5,94,1,1,"['none (93)', 'species (1)']"
Fungi;Ascomycota;Sordariomycetes;Microascales;Ceratocystidaceae;Ceratocystis,6,54,1,1,"['none (53)', 'species (1)']"
Fungi;Ascomycota;Sordariomycetes;Microascales;Ceratocystidaceae;Ceratocystis;Ceratocystis colombiana,7,2,0,0,['none (2)']
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales fam Incertae sedis,5,655,122,120,"['none (533)', 'species (120)', 'domain (1)', 'order (1)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales fam Incertae sedis;Pleosporales gen Incertae sedis,6,631,111,109,"['none (520)', 'species (109)', 'domain (1)', 'order (1)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales fam Incertae sedis;Pleosporales gen Incertae sedis;Pleosporales sp,7,631,111,109,"['none (520)', 'species (109)', 'domain (1)', 'order (1)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae,5,156,18,18,"['none (138)', 'species (18)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Didymellaceae gen Incertae sedis,6,43,1,1,"['none (42)', 'species (1)']"
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Didymellaceae gen Incertae sedis;Didymellaceae sp,7,43,1,1,"['none (42)', 'species (1)']"
Fungi;Ascomycota;Dothideomycetes;Tubeufiales,4,294,67,67,"['none (227)', 'species (67)']"
Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae,5,234,59,59,"['none (175)', 'species (59)']"
Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae;Helicosporium,6,18,4,4,"['none (14)', 'species (4)']"
Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae;Helicosporium;Helicosporium sp,7,13,2,2,"['none (11)', 'species (2)']"
Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae;Helicosporium;Helicosporium gracile,7,1,0,0,['none (1)']
Fungi;Ascomycota;Leotiomycetes;Leotiales;Leotiaceae,5,58,16,16,"['none (42)', 'species (16)']"
Fungi;Ascomycota;Leotiomycetes;Leotiales;Leotiaceae;Leotia,6,14,5,5,"['none (9)', 'species (5)']"
Fungi;Ascomycota;Leotiomycetes;Leotiales;Leotiaceae;Leotia;Leotia sp,7,6,0,0,['none (6)']
Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae;Tubeufiaceae gen Incertae sedis,6,88,11,11,"['none (77)', 'species (11)']"
Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae;Tubeufiaceae gen Incertae sedis;Tubeufiaceae sp,7,88,11,11,"['none (77)', 'species (11)']"
Fungi;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;Scolecobasidium;Scolecobasidium sp,7,23,3,3,"['none (20)', 'species (3)']"
Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomeraceae gen Incertae sedis,6,573,5,5,"['none (568)', 'species (5)']"
Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomeraceae gen Incertae sedis;Glomeraceae sp,7,573,5,5,"['none (568)', 'species (5)']"
Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiales fam Incertae sedis,5,699,14,14,"['none (685)', 'species (14)']"
Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiales fam Incertae sedis;Venturiales gen Incertae sedis,6,690,13,13,"['none (677)', 'species (13)']"
Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiales fam Incertae sedis;Venturiales gen Incertae sedis;Venturiales sp,7,690,13,13,"['none (677)', 'species (13)']"
Fungi;Basidiomycota;Agaricomycetes;Auriculariales,4,668,98,98,"['none (570)', 'species (98)']"
Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariales fam Incertae sedis,5,261,37,37,"['none (224)', 'species (37)']"
Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariales fam Incertae sedis;Renatobasidium,6,21,1,1,"['none (20)', 'species (1)']"
Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariales fam Incertae sedis;Renatobasidium;Renatobasidium sp,7,21,1,1,"['none (20)', 'species (1)']"
Fungi;Basidiomycota;Ustilaginomycetes,3,189,2,2,"['none (187)', 'species (2)']"
Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales,4,145,2,2,"['none (143)', 'species (2)']"
Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae,5,118,0,0,['none (118)']
Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago,6,26,0,0,['none (26)']
Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;Ustilago echinata,7,1,0,0,['none (1)']
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae,5,2210,574,573,"['species (573)', 'none (1636)', 'class (1)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe,6,1938,483,482,"['species (482)', 'none (1455)', 'class (1)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;Inocybe pseudorubens,7,1,1,1,['species (1)']
Fungi;Ascomycota;Sordariomycetes;Sordariales;Podosporaceae,5,225,1,1,"['none (224)', 'species (1)']"
Fungi;Ascomycota;Sordariomycetes;Sordariales;Podosporaceae;Podosporaceae gen Incertae sedis,6,46,0,0,['none (46)']
Fungi;Ascomycota;Sordariomycetes;Sordariales;Podosporaceae;Podosporaceae gen Incertae sedis;Podosporaceae sp,7,46,0,0,['none (46)']
Fungi;Chytridiomycota;Spizellomycetes,3,503,0,0,['none (503)']
Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales,4,503,0,0,['none (503)']
Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;Spizellomycetales fam Incertae sedis,5,326,0,0,['none (326)']
Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;Spizellomycetales fam Incertae sedis;Spizellomycetales gen Incertae sedis,6,326,0,0,['none (326)']
Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;Spizellomycetales fam Incertae sedis;Spizellomycetales gen Incertae sedis;Spizellomycetales sp,7,326,0,0,['none (326)']
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae,5,766,63,63,"['none (703)', 'species (63)']"
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylariaceae gen Incertae sedis,6,142,3,3,"['none (139)', 'species (3)']"
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylariaceae gen Incertae sedis;Xylariaceae sp,7,142,3,3,"['none (139)', 'species (3)']"
Fungi;Zoopagomycota,2,610,7,7,"['none (603)', 'species (7)']"
Fungi;Zoopagomycota;Zoopagomycetes,3,466,4,4,"['none (462)', 'species (4)']"
Fungi;Zoopagomycota;Zoopagomycetes;Zoopagales,4,416,4,4,"['none (412)', 'species (4)']"
Fungi;Zoopagomycota;Zoopagomycetes;Zoopagales;Zoopagales fam Incertae sedis,5,321,0,0,['none (321)']
Fungi;Zoopagomycota;Zoopagomycetes;Zoopagales;Zoopagales fam Incertae sedis;Zoopagales gen Incertae sedis,6,321,0,0,['none (321)']
Fungi;Zoopagomycota;Zoopagomycetes;Zoopagales;Zoopagales fam Incertae sedis;Zoopagales gen Incertae sedis;Zoopagales sp,7,321,0,0,['none (321)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae,5,174,3,3,"['none (171)', 'species (3)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;Stachybotryaceae gen Incertae sedis,6,48,2,2,"['none (46)', 'species (2)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;Stachybotryaceae gen Incertae sedis;Stachybotryaceae sp,7,48,2,2,"['none (46)', 'species (2)']"
Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae,5,397,97,97,"['none (300)', 'species (97)']"
Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber,6,370,93,93,"['none (277)', 'species (93)']"
Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber sp,7,174,34,34,"['none (140)', 'species (34)']"
Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Tuber;Tuber umbilicatum,7,3,1,1,"['none (2)', 'species (1)']"
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Sphaerostilbella,6,9,0,0,['none (9)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Sphaerostilbella;Sphaerostilbella broomeana,7,1,0,0,['none (1)']
Fungi;Ascomycota;Sordariomycetes;Myrmecridiales,4,47,2,2,"['none (45)', 'species (2)']"
Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;Xenodactylariaceae,5,3,0,0,['none (3)']
Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;Xenodactylariaceae;Xenodactylariaceae gen Incertae sedis,6,2,0,0,['none (2)']
Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;Xenodactylariaceae;Xenodactylariaceae gen Incertae sedis;Xenodactylariaceae sp,7,2,0,0,['none (2)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Chaetopsina,6,6,0,0,['none (6)']
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Chaetopsina;Chaetopsina sp,7,1,0,0,['none (1)']
Fungi;Ascomycota;Sordariomycetes;Lulworthiales,4,55,2,2,"['none (53)', 'species (2)']"
Fungi;Ascomycota;Sordariomycetes;Lulworthiales;Lulworthiaceae,5,43,2,2,"['none (41)', 'species (2)']"
Fungi;Ascomycota;Sordariomycetes;Lulworthiales;Lulworthiaceae;Lulworthiaceae gen Incertae sedis,6,22,1,1,"['none (21)', 'species (1)']"
Fungi;Ascomycota;Sordariomycetes;Lulworthiales;Lulworthiaceae;Lulworthiaceae gen Incertae sedis;Lulworthiaceae sp,7,22,1,1,"['none (21)', 'species (1)']"
Fungi;Basidiomycota;Agaricomycetes;Cantharellales,4,2292,346,345,"['none (1946)', 'species (345)', 'family (1)']"
Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae,5,464,25,25,"['none (439)', 'species (25)']"
Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella,6,268,10,10,"['none (258)', 'species (10)']"
Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella;Tulasnella helicospora,7,1,0,0,['none (1)']
Fungi;Ascomycota;Dothideomycetes;Gloniales,4,41,12,12,"['none (29)', 'species (12)']"
Fungi;Ascomycota;Dothideomycetes;Gloniales;Gloniaceae,5,41,12,12,"['none (29)', 'species (12)']"
Fungi;Ascomycota;Dothideomycetes;Gloniales;Gloniaceae;Gloniaceae gen Incertae sedis,6,7,2,2,"['none (5)', 'species (2)']"
Fungi;Ascomycota;Dothideomycetes;Gloniales;Gloniaceae;Gloniaceae gen Incertae sedis;Gloniaceae sp,7,7,2,2,"['none (5)', 'species (2)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae,5,209,73,73,"['none (136)', 'species (73)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Calocybe,6,18,2,2,"['none (16)', 'species (2)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Calocybe;Calocybe cyanella,7,1,0,0,['none (1)']
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae,5,425,92,92,"['none (333)', 'species (92)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius,6,310,74,74,"['none (236)', 'species (74)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;Marasmius sp,7,155,23,23,"['none (132)', 'species (23)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;Marasmius sanguirotalis,7,1,0,0,['none (1)']
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Clavariaceae gen Incertae sedis,6,300,26,25,"['none (274)', 'species (25)', 'family (1)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Clavariaceae gen Incertae sedis;Clavariaceae sp,7,300,26,25,"['none (274)', 'species (25)', 'family (1)']"
Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae,5,330,116,116,"['species (116)', 'none (214)']"
Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria,6,194,86,86,"['species (86)', 'none (108)']"
Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria;Ramaria ossolana,7,1,1,1,['species (1)']
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae,5,760,152,152,"['none (608)', 'species (152)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena,6,511,105,105,"['none (406)', 'species (105)']"
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena sp,7,322,37,37,"['none (285)', 'species (37)']"
Fungi;Ascomycota;Sordariomycetes;Cephalothecales,4,82,1,1,"['none (81)', 'species (1)']"
Fungi;Ascomycota;Sordariomycetes;Cephalothecales;Cephalothecaceae,5,75,1,1,"['none (74)', 'species (1)']"
Fungi;Ascomycota;Sordariomycetes;Cephalothecales;Cephalothecaceae;Phialemonium,6,19,1,1,"['none (18)', 'species (1)']"
Fungi;Ascomycota;Sordariomycetes;Cephalothecales;Cephalothecaceae;Phialemonium;Phialemonium atrogriseum,7,1,0,0,['none (1)']
